#Datasets	SRR11176627.unmapped	SRR11176628.unmapped	SRR11176629.unmapped	SRR11176630.unmapped	SRR11176631.unmapped	SRR11176632.unmapped	SRR11176633.unmapped	SRR11176634.unmapped	SRR11176635.unmapped	SRR11176636.unmapped	SRR11176637.unmapped	SRR11176638.unmapped	SRR11176639.unmapped	SRR11176640.unmapped	SRR11176641.unmapped	SRR11176642.unmapped	SRR11176643.unmapped
"Nocardioides psychrotolerans"	0.0	0.0	0.0	0.0	13356.0	0.0	0.0	0.0	0.0	867.0	0.0	0.0	1281.0	0.0	0.0	0.0	0.0
"Nocardioides szechwanensis"	0.0	0.0	0.0	0.0	3676.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nocardioides terrae"	0.0	0.0	0.0	0.0	1192.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nocardioides sp. CF8"	0.0	0.0	0.0	0.0	5303.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nocardioides sp. Iso805N"	0.0	0.0	0.0	0.0	692.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nocardioides sp. J54"	0.0	0.0	0.0	0.0	1918.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nocardioides sp. Leaf307"	0.0	0.0	0.0	0.0	2381.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nocardioides sp. Root122"	0.0	0.0	0.0	0.0	6082.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nocardioides sp. Root140"	0.0	0.0	0.0	0.0	540.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nocardioides sp. Root151"	0.0	0.0	0.0	0.0	519.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nocardioides sp. Root190"	0.0	0.0	0.0	0.0	957.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nocardioides sp. Root224"	0.0	0.0	0.0	0.0	1661.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nocardioides sp. Soil777"	0.0	0.0	0.0	0.0	2376.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nocardioides sp. Soil796"	0.0	0.0	0.0	0.0	404.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nocardioides sp. Soil805"	0.0	0.0	0.0	0.0	2257.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nocardioides sp. URHA0020"	0.0	0.0	0.0	0.0	1174.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Nocardioides sp. URHA0032"	0.0	0.0	0.0	0.0	994.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pimelobacter simplex"	0.0	0.0	0.0	0.0	2051.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Acidipropionibacterium acidipropionici"	0.0	0.0	0.0	0.0	0.0	448.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Arachnia propionica"	11777.0	367899.0	157695.0	23301.0	18123.0	80159.0	1966.0	51710.0	100846.0	160865.0	0.0	3809.0	426711.0	623092.0	950.0	189639.0	0.0
"Auraticoccus monumenti"	0.0	0.0	0.0	0.0	368.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Cutibacterium acnes"	0.0	0.0	0.0	0.0	1170.0	0.0	0.0	0.0	0.0	0.0	356.0	0.0	0.0	0.0	0.0	0.0	0.0
"Granulicoccus phenolivorans"	0.0	0.0	0.0	0.0	0.0	355.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Propionibacterium acidifaciens"	0.0	0.0	0.0	4013.0	0.0	431.0	0.0	0.0	0.0	0.0	0.0	0.0	1650.0	1911.0	0.0	0.0	0.0
"Propionibacterium australiense"	0.0	0.0	0.0	0.0	0.0	524.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Propionibacterium cyclohexanicum"	0.0	0.0	0.0	0.0	0.0	500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Propionibacterium freudenreichii"	0.0	0.0	0.0	0.0	575.0	1484.0	0.0	582.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Propionibacterium sp. oral taxon 192"	0.0	2327.0	1145.0	603.0	968.0	2782.0	0.0	1093.0	765.0	954.0	0.0	0.0	2147.0	6027.0	0.0	2658.0	0.0
"Propionimicrobium lymphophilum"	0.0	0.0	0.0	0.0	0.0	442.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Tessaracoccus flavescens"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	391.0	0.0	0.0
"Tessaracoccus sp. T2.5-30"	0.0	0.0	0.0	0.0	407.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinokineospora alba"	0.0	0.0	0.0	0.0	458.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinokineospora bangkokensis"	0.0	0.0	0.0	0.0	619.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinokineospora enzanensis"	0.0	0.0	0.0	0.0	499.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinokineospora inagensis"	0.0	0.0	0.0	0.0	551.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinokineospora iranica"	0.0	0.0	0.0	0.0	656.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Alloactinosynnema sp. L-07"	0.0	0.0	0.0	0.0	463.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Amycolatopsis thermoflava"	0.0	0.0	0.0	0.0	601.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Kibdelosporangium phytohabitans"	0.0	0.0	0.0	0.0	461.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Kibdelosporangium sp. MJ126-NF4"	0.0	0.0	0.0	0.0	460.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Kutzneria albida"	0.0	0.0	0.0	0.0	597.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudonocardia acaciae"	0.0	0.0	0.0	0.0	499.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudonocardia sp. CNS-139"	0.0	0.0	0.0	0.0	537.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pseudonocardia sp. N23"	0.0	0.0	0.0	0.0	438.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Saccharopolyspora flava"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1316.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Saccharothrix sp. CB00851"	0.0	0.0	0.0	0.0	807.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Thermocrispum municipale"	0.0	0.0	0.0	0.0	443.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Umezawaea tangerina"	0.0	0.0	0.0	0.0	407.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Embleya scabrispora"	0.0	0.0	0.0	0.0	507.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptomyces rimosus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.0
"Streptomyces sp. cf124"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	201.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sphaerisporangium cinnabarinum"	0.0	0.0	0.0	0.0	1275.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Thermomonospora echinospora"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1437.0	0.0	0.0	0.0	0.0	0.0	0.0
"Atopobium fossor"	1094.0	0.0	0.0	579.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	271.0	0.0	0.0	0.0	0.0	0.0
"Atopobium sp. HMSC064B08"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	230.0	0.0	0.0	2580.0	0.0	0.0
"Atopobium sp. oral taxon 199"	1111.0	0.0	0.0	1430.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	311.0	0.0	0.0	2938.0	0.0	0.0
"Atopobium sp. oral taxon 810"	23758.0	1201.0	803.0	10585.0	395.0	471.0	0.0	524.0	1618.0	6442.0	0.0	1221.0	1251.0	0.0	38336.0	0.0	0.0
"Lancefieldella parvula"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	868.0	0.0	0.0	0.0	0.0
"Olsenella massiliensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	487.0	810.0	0.0	0.0	0.0	0.0	0.0	1039.0	0.0	0.0
"Olsenella phocaeensis"	0.0	0.0	0.0	575.0	483.0	0.0	0.0	1195.0	1715.0	0.0	0.0	235.0	0.0	0.0	3067.0	0.0	0.0
"Olsenella timonensis"	1320.0	0.0	0.0	943.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2332.0	0.0	0.0
"Olsenella uli"	39281.0	1692.0	7635.0	60712.0	1588.0	1288.0	825.0	1791.0	16716.0	29050.0	0.0	3426.0	1451.0	5128.0	22954.0	0.0	0.0
"Olsenella urininfantis"	0.0	0.0	0.0	526.0	696.0	0.0	0.0	1221.0	737.0	0.0	0.0	0.0	0.0	0.0	1053.0	0.0	0.0
"Olsenella sp. DNF00959"	0.0	0.0	0.0	0.0	712.0	0.0	0.0	1011.0	885.0	0.0	0.0	0.0	0.0	0.0	2822.0	0.0	0.0
"Olsenella sp. HMSC062G07"	0.0	0.0	0.0	690.0	385.0	0.0	0.0	544.0	734.0	0.0	0.0	0.0	716.0	0.0	1396.0	0.0	0.0
"Olsenella sp. kh2p3"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	613.0	0.0	0.0
"Olsenella sp. KH3B4"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	720.0	0.0	0.0
"Olsenella sp. oral taxon 807"	122455.0	27885.0	118834.0	120468.0	456436.0	166873.0	24989.0	805711.0	671809.0	171428.0	0.0	83353.0	392138.0	639052.0	864005.0	217009.0	0.0
"Olsenella sp. oral taxon 809"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2723.0	0.0	0.0
"Parafannyhessea umbonata"	998.0	0.0	0.0	783.0	528.0	0.0	0.0	519.0	677.0	0.0	0.0	0.0	0.0	0.0	1516.0	0.0	0.0
"Parolsenella massiliensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	493.0	0.0	0.0
"Thermophilibacter provencensis"	1293.0	0.0	0.0	1039.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1998.0	0.0	0.0
"Collinsella stercoris"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	655.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Collinsella vaginalis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	710.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Senegalimassilia anaerobia"	0.0	0.0	0.0	652.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Adlercreutzia caecimuris"	0.0	0.0	0.0	0.0	0.0	349.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Adlercreutzia mucosicola"	0.0	0.0	0.0	0.0	0.0	392.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Arabiibacter massiliensis"	0.0	0.0	1122.0	1088.0	0.0	804.0	0.0	755.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Berryella intestinalis"	3151.0	0.0	3892.0	3774.0	0.0	3046.0	0.0	2686.0	1995.0	0.0	0.0	363.0	1049.0	0.0	450.0	0.0	0.0
"Denitrobacterium detoxificans"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	651.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Eggerthella lenta"	1798.0	0.0	2128.0	2208.0	0.0	1692.0	0.0	1694.0	1178.0	0.0	0.0	208.0	0.0	0.0	554.0	0.0	0.0
"Gordonibacter massiliensis"	1086.0	0.0	1336.0	1303.0	0.0	952.0	0.0	846.0	696.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Gordonibacter pamelaeae"	0.0	0.0	969.0	989.0	0.0	753.0	0.0	733.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Gordonibacter urolithinfaciens"	0.0	0.0	0.0	677.0	0.0	480.0	0.0	443.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Paraeggerthella hongkongensis"	1536.0	0.0	1551.0	1901.0	0.0	601.0	0.0	1949.0	1121.0	0.0	0.0	0.0	737.0	1536.0	528.0	0.0	0.0
"Raoultibacter massiliensis"	0.0	0.0	0.0	0.0	0.0	414.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Raoultibacter timonensis"	0.0	0.0	0.0	615.0	0.0	501.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Slackia exigua"	5986.0	0.0	4081.0	4949.0	568.0	3489.0	0.0	3756.0	5341.0	6106.0	0.0	620.0	8370.0	7057.0	1972.0	962.0	0.0
"Slackia heliotrinireducens"	0.0	0.0	0.0	643.0	0.0	513.0	0.0	450.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Eggerthellaceae bacterium AT8"	0.0	0.0	0.0	0.0	429.0	392.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Euzebya pacifica"	0.0	0.0	0.0	0.0	418.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Conexibacter woesei"	0.0	0.0	0.0	0.0	1896.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Patulibacter minatonensis"	0.0	0.0	0.0	0.0	574.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Solirubrobacter pauli"	0.0	0.0	0.0	0.0	771.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Solirubrobacter soli"	0.0	0.0	0.0	0.0	694.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Solirubrobacter sp. URHD0082"	0.0	0.0	0.0	0.0	964.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Solirubrobacterales bacterium URHD0059"	0.0	0.0	0.0	0.0	1743.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Anaerolineaceae bacterium oral taxon 439"	373037.0	35427.0	1327741.0	267708.0	109299.0	940474.0	19612.0	1181254.0	403768.0	464597.0	0.0	146409.0	797811.0	1076880.0	305754.0	344725.0	0.0
"Phormidium tenue"	0.0	0.0	0.0	0.0	1129.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Deinococcus indicus"	0.0	0.0	0.0	0.0	565.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Bacillus thuringiensis"	0.0	0.0	0.0	0.0	0.0	965.0	0.0	0.0	0.0	0.0	161.0	0.0	0.0	0.0	0.0	0.0	1064.0
"Gemella bergeri"	3464.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	357.0	0.0	0.0	923.0	0.0	0.0
"Gemella cuniculi"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	780.0	0.0	0.0	225.0	0.0	0.0	683.0	0.0	0.0
"Gemella massiliensis"	1205.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	213.0	0.0	0.0	381.0	0.0	0.0
"Gemella morbillorum"	0.0	5765.0	0.0	0.0	0.0	0.0	759.0	624.0	0.0	0.0	0.0	0.0	1179.0	2613.0	0.0	11152.0	0.0
"Gemella sp. oral taxon 928"	0.0	0.0	937.0	0.0	0.0	436.0	0.0	0.0	0.0	0.0	0.0	424.0	0.0	0.0	0.0	0.0	0.0
"Kurthia sp. 11kri321"	0.0	0.0	0.0	0.0	509.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Staphylococcus equorum"	0.0	0.0	0.0	0.0	1092.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Staphylococcus hominis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	385.0	0.0	0.0	0.0	0.0	0.0	0.0
"Staphylococcus saprophyticus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	589.0	0.0	0.0	0.0	0.0	0.0	0.0
"Abiotrophia defectiva"	0.0	77305.0	0.0	0.0	0.0	0.0	372.0	0.0	0.0	0.0	0.0	0.0	2332.0	7781.0	0.0	20779.0	0.0
"Abiotrophia sp. HMSC24B09"	0.0	171531.0	0.0	0.0	0.0	0.0	832.0	0.0	0.0	0.0	0.0	0.0	4981.0	10473.0	0.0	46214.0	0.0
"Aerococcus christensenii"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	314.0	0.0	0.0	0.0	0.0	0.0
"Aerococcus urinaeequi"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1559.0	0.0	0.0	0.0	0.0	0.0	0.0
"Allofustis seminis"	1027.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	334.0	916.0	0.0	609.0	0.0	0.0
"Granulicatella adiacens"	0.0	4044.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Granulicatella sp. 572.rep1_STHE"	0.0	2753.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Granulicatella sp. HMSC30F09"	0.0	3057.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Granulicatella sp. HMSC31F03"	0.0	2577.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Enterococcus casseliflavus"	0.0	0.0	0.0	0.0	787.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Enterococcus columbae"	0.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Enterococcus faecium"	19550.0	15151.0	25742.0	14944.0	53918.0	16737.0	24399.0	89606.0	11561.0	16284.0	67929.0	2697.0	41629.0	19500.0	4519.0	16168.0	251234.0
"Enterococcus mundtii"	0.0	0.0	0.0	0.0	1028.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Enterococcus sp. 10A9_DIV0425"	0.0	0.0	0.0	0.0	768.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Lactobacillus iners"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	288.0	0.0	0.0	0.0	0.0	0.0
"Ligilactobacillus agilis"	0.0	0.0	0.0	0.0	673.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Ligilactobacillus salivarius"	0.0	0.0	0.0	0.0	482.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Limosilactobacillus ingluviei"	0.0	0.0	0.0	0.0	752.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Pediococcus acidilactici"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	165.0
"Weissella viridescens"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	662.0	0.0	0.0	0.0	0.0	0.0	2511.0
"Lactococcus piscium"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1090.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus agalactiae"	0.0	0.0	0.0	0.0	0.0	0.0	409.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus anginosus"	2891.0	1333.0	2433.0	1010.0	0.0	657.0	1338.0	1781.0	3009.0	1118.0	0.0	1733.0	1903.0	10324.0	4010.0	3343.0	0.0
"Streptococcus constellatus"	7792.0	0.0	2909.0	3772.0	0.0	553.0	0.0	950.0	2843.0	2781.0	0.0	2239.0	1089.0	3790.0	3398.0	789.0	0.0
"Streptococcus intermedius"	2962.0	3614.0	1665.0	5228.0	0.0	495.0	641.0	1115.0	2664.0	1858.0	0.0	1157.0	2319.0	5158.0	1277.0	2438.0	0.0
"Streptococcus caballi"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	968.0	0.0	0.0	230.0	0.0	0.0	997.0	0.0	0.0
"Streptococcus cristatus"	0.0	16635.0	0.0	0.0	0.0	0.0	9436.0	15556.0	0.0	0.0	0.0	0.0	10672.0	133624.0	0.0	42673.0	0.0
"Streptococcus equi"	3517.0	0.0	2152.0	1360.0	0.0	361.0	0.0	542.0	4608.0	1145.0	0.0	1518.0	1507.0	3184.0	3701.0	721.0	0.0
"Streptococcus gordonii"	0.0	18945.0	0.0	0.0	0.0	0.0	905.0	950.0	0.0	0.0	0.0	0.0	3122.0	11288.0	0.0	8619.0	0.0
"Streptococcus massiliensis"	0.0	0.0	0.0	0.0	0.0	0.0	1669.0	520.0	0.0	0.0	0.0	0.0	0.0	2010.0	0.0	1153.0	0.0
"Streptococcus mitis"	0.0	2949.0	0.0	0.0	0.0	0.0	430.0	0.0	0.0	0.0	0.0	0.0	0.0	1211.0	0.0	1558.0	0.0
"Streptococcus oralis"	0.0	13815.0	0.0	0.0	0.0	0.0	3124.0	1755.0	0.0	0.0	968.0	0.0	2139.0	13477.0	0.0	14025.0	0.0
