#Datasets	SRR11176627.unmapped	SRR11176628.unmapped	SRR11176629.unmapped	SRR11176630.unmapped	SRR11176631.unmapped	SRR11176632.unmapped	SRR11176633.unmapped	SRR11176634.unmapped	SRR11176635.unmapped	SRR11176636.unmapped	SRR11176637.unmapped	SRR11176638.unmapped	SRR11176639.unmapped	SRR11176640.unmapped	SRR11176641.unmapped	SRR11176642.unmapped	SRR11176643.unmapped
"Streptococcus parasanguinis"	0.0	3037.0	0.0	0.0	0.0	0.0	286.0	0.0	0.0	0.0	0.0	0.0	0.0	1991.0	0.0	846.0	0.0
"Streptococcus pasteurianus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	245.0	0.0	0.0	659.0	0.0	0.0
"Streptococcus pneumoniae"	0.0	1476.0	0.0	0.0	0.0	0.0	2276.0	0.0	0.0	0.0	0.0	0.0	0.0	2698.0	0.0	2104.0	0.0
"Streptococcus pseudopneumoniae"	0.0	979.0	0.0	0.0	0.0	0.0	1305.0	641.0	0.0	0.0	0.0	0.0	0.0	6255.0	0.0	2362.0	0.0
"Streptococcus pyogenes"	1774.0	0.0	0.0	740.0	0.0	0.0	0.0	0.0	829.0	0.0	0.0	258.0	0.0	0.0	552.0	0.0	0.0
"Streptococcus respiraculi"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1163.0	0.0	0.0	324.0	0.0	0.0	1106.0	0.0	0.0
"Streptococcus salivarius"	0.0	10005.0	0.0	0.0	0.0	0.0	343.0	0.0	0.0	0.0	0.0	296.0	0.0	2466.0	0.0	3072.0	0.0
"Streptococcus sanguinis"	0.0	936861.0	0.0	0.0	0.0	0.0	14414.0	13840.0	0.0	0.0	559.0	0.0	11464.0	106221.0	0.0	191344.0	0.0
"Streptococcus suis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	777.0	0.0
"Streptococcus sp. 263_SSPC"	0.0	1980.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus sp. 2_1_36FAA"	0.0	3187.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	753.0	0.0
"Streptococcus sp. DD04"	0.0	19903.0	829.0	0.0	0.0	0.0	46882.0	65354.0	0.0	990.0	0.0	0.0	43093.0	562218.0	466.0	247442.0	0.0
"Streptococcus sp. HMSC034B05"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1199.0	0.0	0.0	0.0
"Streptococcus sp. HMSC057E02"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	444.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus sp. HMSC061D01"	3124.0	0.0	0.0	805.0	0.0	340.0	273.0	0.0	1513.0	0.0	0.0	410.0	0.0	0.0	1125.0	1211.0	0.0
"Streptococcus sp. HMSC062B01"	0.0	946.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus sp. HMSC066E07"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1903.0	392.0	0.0	0.0
"Streptococcus sp. HMSC071D03"	0.0	0.0	0.0	0.0	0.0	0.0	275.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus sp. HMSC077D04"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	936.0	0.0	0.0	0.0	0.0	0.0	0.0
"Streptococcus sp. HMSC10A01"	0.0	1083.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	922.0	0.0
"Streptococcus sp. HMSC10E12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1323.0	0.0	0.0	0.0
"Streptococcus sp. HMSC36C04"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	692.0	0.0	0.0	0.0	0.0	0.0	464.0	0.0	0.0
"Streptococcus sp. NLAE-zl-C503"	0.0	0.0	0.0	0.0	0.0	0.0	323.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	876.0	0.0
"Streptococcus sp. NPS 308"	0.0	1945.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	792.0	0.0
"Streptococcus sp. oral taxon 058"	0.0	0.0	0.0	0.0	0.0	0.0	328.0	0.0	0.0	0.0	0.0	0.0	0.0	1923.0	0.0	1756.0	0.0
"Christensenella minuta"	0.0	0.0	0.0	833.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	227.0	0.0	0.0	693.0	0.0	0.0
"Clostridium botulinum"	1140.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Clostridium cadaveris"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	817.0	0.0	0.0	0.0	0.0	0.0	738.0	0.0	0.0
"Clostridium indicum"	1640.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	526.0	0.0	0.0	0.0	608.0	0.0
"Clostridium sp. ATCC BAA-442"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	592.0	0.0	0.0	0.0	0.0	0.0
"Hungatella hathewayi"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	204.0	0.0	0.0	0.0	0.0	0.0
"Inediibacterium massiliense"	1595.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Anaerofustis stercorihominis"	1395.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Eubacterium callanderi"	983.0	0.0	834.0	0.0	0.0	0.0	0.0	0.0	1011.0	0.0	0.0	392.0	0.0	0.0	1003.0	0.0	0.0
"Eubacterium pyruvativorans"	4841.0	0.0	1429.0	2148.0	0.0	580.0	0.0	0.0	1569.0	1673.0	0.0	717.0	0.0	0.0	652.0	0.0	0.0
"Pseudoramibacter alactolyticus"	166440.0	0.0	13168.0	11711.0	0.0	3190.0	0.0	995.0	4654.0	1518.0	0.0	16725.0	2082.0	2385.0	30828.0	0.0	0.0
"[Eubacterium] brachy"	37728.0	0.0	18048.0	14054.0	0.0	3068.0	0.0	968.0	11204.0	9657.0	0.0	8192.0	3927.0	7037.0	4624.0	0.0	0.0
"[Eubacterium] infirmum"	28473.0	0.0	8194.0	9076.0	0.0	4111.0	0.0	1539.0	8946.0	7220.0	0.0	4426.0	4685.0	4655.0	5666.0	892.0	0.0
"[Eubacterium] minutum"	320792.0	2432.0	255352.0	176824.0	8786.0	243731.0	995.0	113980.0	322679.0	216580.0	0.0	134666.0	92891.0	130357.0	30683.0	127969.0	0.0
"[Eubacterium] saphenum"	86756.0	0.0	6148.0	16771.0	0.0	11250.0	0.0	6314.0	15123.0	28390.0	0.0	10341.0	6806.0	7932.0	6131.0	7524.0	0.0
"[Eubacterium] sulci"	4156.0	0.0	929.0	1516.0	0.0	382.0	294.0	0.0	1066.0	997.0	0.0	478.0	0.0	2156.0	441.0	0.0	0.0
"Anaerovorax odorimutans"	10661.0	0.0	2745.0	3713.0	0.0	1285.0	0.0	0.0	3191.0	2461.0	0.0	1470.0	1494.0	0.0	1547.0	0.0	0.0
"Emergencia timonensis"	14045.0	0.0	3383.0	4959.0	0.0	1448.0	0.0	0.0	3666.0	3519.0	0.0	1642.0	1498.0	1151.0	1552.0	0.0	0.0
"Mogibacterium diversum"	3952.0	0.0	0.0	2451.0	0.0	466.0	0.0	0.0	1779.0	908.0	0.0	831.0	0.0	2250.0	1020.0	0.0	0.0
"Mogibacterium pumilum"	20023.0	3249.0	7692.0	13211.0	0.0	5617.0	279.0	2566.0	10648.0	8704.0	0.0	8166.0	2558.0	9325.0	12869.0	1686.0	0.0
"Catonella morbi"	49733.0	1268.0	9410.0	15294.0	0.0	4414.0	562.0	2213.0	11662.0	6813.0	0.0	5006.0	8120.0	9927.0	8575.0	10636.0	0.0
"Dorea sp. 5-2"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1677.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Johnsonella ignava"	3639.0	2019.0	2052.0	1473.0	591.0	2577.0	343.0	5088.0	2533.0	2340.0	0.0	1184.0	29421.0	47768.0	1635.0	14664.0	0.0
"Lachnoanaerobaculum saburreum"	1575.0	2870.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	335.0	2803.0	3971.0	0.0	2559.0	0.0
"Lachnoanaerobaculum umeaense"	0.0	1625.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	761.0	1222.0	0.0	856.0	0.0
"Lachnoanaerobaculum sp. OBRC5-5"	2247.0	6306.0	853.0	1007.0	0.0	0.0	0.0	0.0	770.0	0.0	0.0	606.0	1539.0	1665.0	408.0	970.0	0.0
"Oribacterium asaccharolyticum"	1856.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800.0	0.0	0.0	0.0	0.0	0.0	430.0	0.0	0.0
"Oribacterium sp. oral taxon 078"	2743.0	0.0	1171.0	1374.0	0.0	1089.0	0.0	863.0	2114.0	1639.0	0.0	730.0	9249.0	3237.0	1003.0	601.0	0.0
"Pseudobutyrivibrio sp. ACV-2"	3109.0	0.0	1374.0	1407.0	0.0	582.0	0.0	0.0	1395.0	1001.0	0.0	551.0	734.0	0.0	698.0	0.0	0.0
"Roseburia inulinivorans"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	0.0	0.0	0.0	0.0	0.0
"Shuttleworthia satelles"	1751.0	0.0	943.0	845.0	0.0	455.0	0.0	0.0	1204.0	0.0	0.0	2040.0	875.0	0.0	1156.0	0.0	0.0
"Stomatobaculum longum"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	779.0	0.0	691.0	0.0	0.0
"Lachnospiraceae bacterium"	2288.0	0.0	0.0	710.0	0.0	350.0	0.0	0.0	0.0	0.0	0.0	450.0	0.0	0.0	0.0	0.0	0.0
"Lachnospiraceae bacterium 1_1_57FAA"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	354.0	0.0	0.0	0.0	0.0	0.0
"Lachnospiraceae bacterium 3_1_46FAA"	1099.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Lachnospiraceae bacterium 8_1_57FAA"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	303.0	0.0	0.0	0.0	0.0	0.0
"Lachnospiraceae bacterium oral taxon 500"	61936.0	27031.0	26784.0	28838.0	571.0	18035.0	867.0	5681.0	22935.0	25048.0	0.0	15201.0	16280.0	36511.0	21882.0	32705.0	0.0
"Angelakisella massiliensis"	0.0	0.0	0.0	0.0	0.0	3687.0	0.0	630.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Ethanoligenens harbinense"	0.0	0.0	0.0	816.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Fastidiosipila sanguinis"	13788.0	0.0	0.0	3648.0	0.0	0.0	0.0	0.0	1262.0	790.0	0.0	757.0	0.0	0.0	570.0	0.0	0.0
"Mageeibacillus indolicus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	350.0	0.0	0.0	0.0	0.0	0.0
"[Clostridium] sporosphaeroides"	0.0	0.0	0.0	541.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	217.0	0.0	0.0	0.0	0.0	0.0
"Ruminococcus albus"	1102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Ruminococcus flavefaciens"	2086.0	0.0	0.0	708.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	280.0	0.0	0.0	0.0	0.0	0.0
"Ruminococcaceae bacterium CPB6"	0.0	0.0	0.0	2511.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1521.0	0.0	0.0	0.0
"Peptococcus niger"	1800.0	0.0	0.0	888.0	0.0	386.0	0.0	0.0	804.0	0.0	0.0	529.0	0.0	0.0	0.0	0.0	0.0
"Clostridioides difficile"	2639.0	0.0	943.0	846.0	0.0	0.0	0.0	0.0	1704.0	0.0	0.0	692.0	740.0	0.0	1184.0	0.0	0.0
"Filifactor alocis"	17466.0	0.0	10966.0	5503.0	0.0	3873.0	0.0	1310.0	5439.0	4628.0	0.0	4868.0	3538.0	10824.0	2533.0	1783.0	0.0
"[Eubacterium] yurii"	1822.0	7182.0	0.0	752.0	0.0	533.0	0.0	0.0	849.0	0.0	0.0	486.0	2417.0	4505.0	927.0	8799.0	0.0
"Peptoanaerobacter stomatis"	17698.0	0.0	8298.0	9087.0	0.0	3060.0	0.0	1927.0	8634.0	6084.0	0.0	8761.0	5337.0	10648.0	6177.0	3268.0	0.0
"Peptostreptococcus anaerobius"	2471.0	0.0	1391.0	1775.0	0.0	0.0	0.0	701.0	5077.0	0.0	0.0	258.0	1822.0	2129.0	3879.0	0.0	0.0
"Peptostreptococcaceae bacterium oral taxon 113"	75086.0	745.0	91475.0	64683.0	854.0	17573.0	753.0	39850.0	32927.0	94350.0	0.0	73161.0	59317.0	150887.0	43346.0	15780.0	0.0
"Peptostreptococcaceae bacterium pGA-8"	42152.0	0.0	10397.0	14281.0	0.0	4690.0	0.0	2367.0	10025.0	9976.0	0.0	6944.0	3925.0	6715.0	8544.0	1123.0	0.0
"Syntrophomonas wolfei"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	287.0	0.0	0.0	0.0	0.0	0.0
"Syntrophomonas zehnderi"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	370.0	0.0	0.0	0.0	0.0	0.0
"Clostridiales bacterium"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1192.0	2798.0	0.0	0.0	0.0
"Clostridiales bacterium KA00274"	2608.0	0.0	1130.0	1485.0	0.0	0.0	0.0	0.0	1286.0	842.0	0.0	594.0	721.0	0.0	663.0	0.0	0.0
"Clostridiales bacterium Marseille-P2846"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	889.0	2269.0	0.0	607.0	0.0
"Eggerthia catenaformis"	29464.0	0.0	12929.0	19914.0	0.0	3558.0	0.0	2157.0	10451.0	8744.0	0.0	8184.0	4709.0	15875.0	8397.0	2127.0	0.0
"Solobacterium moorei"	3171.0	0.0	976.0	1722.0	0.0	0.0	0.0	609.0	1220.0	1111.0	0.0	610.0	1010.0	5247.0	2744.0	677.0	0.0
"Erysipelotrichaceae bacterium NK3D112"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	749.0	0.0	0.0	0.0	0.0
"Ndongobacter massiliensis"	9154.0	0.0	4221.0	4047.0	0.0	1988.0	0.0	579.0	4049.0	3013.0	0.0	2118.0	2373.0	1596.0	2734.0	0.0	0.0
"Centipeda periodontii"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3533.0	2755.0	0.0	0.0	0.0
"Selenomonas artemidis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1133.0	1834.0	0.0	0.0	0.0
"Selenomonas felix"	0.0	0.0	0.0	0.0	0.0	0.0	290.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Selenomonas infelix"	0.0	1578.0	0.0	0.0	0.0	0.0	0.0	449.0	0.0	0.0	0.0	0.0	2710.0	3207.0	0.0	927.0	0.0
"Selenomonas massiliensis"	0.0	753.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2618.0	2807.0	0.0	739.0	0.0
"Selenomonas noxia"	0.0	2137.0	0.0	0.0	0.0	0.0	0.0	444.0	821.0	0.0	0.0	0.0	13346.0	23401.0	0.0	1853.0	0.0
"Selenomonas ruminantium"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	814.0	0.0	201.0	718.0	0.0	0.0	0.0	0.0
"Selenomonas sputigena"	0.0	1905.0	0.0	0.0	0.0	0.0	0.0	461.0	1199.0	0.0	0.0	0.0	7282.0	15915.0	814.0	875.0	0.0
"Selenomonas sp. oral taxon 126"	0.0	768.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5089.0	4772.0	0.0	674.0	0.0
"Selenomonas sp. oral taxon 138"	0.0	938.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9821.0	8870.0	0.0	750.0	0.0
"Selenomonas sp. oral taxon 892"	0.0	4560.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5159.0	10652.0	0.0	5239.0	0.0
"Selenomonas sp. oral taxon 920"	0.0	1027.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3819.0	6046.0	0.0	1080.0	0.0
"Anaeroglobus geminatus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1763.0	0.0	0.0	0.0	0.0
"Dialister invisus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1484.0	0.0	0.0	0.0	0.0	0.0	1657.0	0.0	0.0	0.0
"Dialister pneumosintes"	1294.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Megasphaera micronuciformis"	0.0	0.0	0.0	0.0	0.0	975.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Veillonella sp. 6_1_27"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	612.0	0.0	0.0	0.0	0.0	0.0
"Veillonella parvula"	0.0	826.0	0.0	1771.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1296.0	0.0	942.0	0.0
"Anaerococcus octavius"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	388.0	0.0	0.0
"Finegoldia magna"	1540.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Murdochiella vaginalis"	1878.0	0.0	0.0	905.0	0.0	509.0	0.0	0.0	904.0	0.0	0.0	1804.0	0.0	1655.0	1419.0	0.0	0.0
"Parvimonas micra"	9375.0	0.0	3987.0	4775.0	0.0	1507.0	519.0	883.0	3270.0	4523.0	0.0	4446.0	2035.0	14849.0	2662.0	1986.0	0.0
"Peptoniphilus indolicus"	2845.0	0.0	1412.0	1284.0	0.0	0.0	0.0	0.0	1965.0	0.0	0.0	712.0	913.0	0.0	1742.0	0.0	0.0
"Peptoniphilus urinimassiliensis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1942.0	0.0	0.0	0.0	858.0	0.0	1864.0	0.0	0.0
"Peptoniphilus sp. HMSC062D09"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1710.0	0.0	0.0	0.0	749.0	0.0	1158.0	0.0	0.0
"Peptoniphilus sp. HMSC075B08"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	313.0	0.0	0.0	0.0	0.0	0.0
"Peptoniphilus sp. oral taxon 386"	46205.0	0.0	10671.0	10642.0	0.0	4075.0	0.0	1304.0	10649.0	9008.0	0.0	6415.0	6079.0	5911.0	8464.0	644.0	0.0
"Anaerosalibacter massiliensis"	3959264.0	943071.0	2110024.0	1562105.0	750015.0	1855.0	390883.0	1909.0	1993722.0	1905378.0	46042.0	2919.0	1505770.0	2684787.0	394055.0	1393961.0	2115.0
"Firmicutes bacterium"	2542.0	0.0	0.0	766.0	0.0	0.0	0.0	0.0	767.0	0.0	0.0	233.0	0.0	0.0	0.0	0.0	0.0
"Candidatus Methanomethylophilus alvus"	6812.0	0.0	2520.0	5733.0	0.0	0.0	0.0	0.0	1738.0	1718.0	0.0	1096.0	0.0	0.0	4682.0	0.0	0.0
"Thermoplasmatales archaeon BRNA1"	6973.0	0.0	2618.0	5496.0	0.0	0.0	0.0	0.0	1623.0	1751.0	0.0	993.0	0.0	0.0	4630.0	0.0	0.0
"methanogenic archaeon ISO4-H5"	2763.0	0.0	1007.0	2244.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	436.0	0.0	0.0	1612.0	0.0	0.0
"Methanobrevibacter arboriphilus"	2523.0	0.0	0.0	700.0	0.0	0.0	0.0	736.0	1041.0	0.0	0.0	0.0	0.0	0.0	997.0	0.0	0.0
"Methanobrevibacter millerae"	112096.0	0.0	2229.0	26693.0	0.0	1155.0	428.0	25164.0	49783.0	1547.0	0.0	635.0	1041.0	1654.0	113620.0	886.0	0.0
"Methanobrevibacter olleyae"	26095.0	0.0	1713.0	7068.0	0.0	0.0	0.0	5787.0	10958.0	2580.0	0.0	871.0	0.0	0.0	24031.0	0.0	0.0
"Methanobrevibacter oralis"	233756.0	1134.0	1279648.0	530862.0	24015.0	2225.0	874.0	55447.0	106680.0	1852025.0	0.0	589449.0	6638.0	261779.0	305990.0	2127.0	0.0
"Methanobrevibacter ruminantium"	4913.0	0.0	0.0	1299.0	0.0	0.0	0.0	1208.0	1958.0	0.0	0.0	0.0	0.0	0.0	2998.0	0.0	0.0
"Methanobrevibacter smithii"	78331.0	0.0	1863.0	21385.0	370.0	813.0	259.0	19240.0	39508.0	1730.0	0.0	628.0	853.0	1290.0	63592.0	0.0	0.0
"Methanobrevibacter wolinii"	6491.0	0.0	0.0	1703.0	0.0	0.0	0.0	1546.0	2596.0	0.0	0.0	0.0	0.0	0.0	2921.0	0.0	0.0
"Methanobrevibacter sp. AbM4"	3560.0	0.0	0.0	916.0	0.0	0.0	0.0	915.0	1450.0	0.0	0.0	0.0	0.0	0.0	1582.0	0.0	0.0
"Methanobrevibacter sp. YE315"	219789.0	977.0	1568.0	51453.0	802.0	2125.0	885.0	49405.0	108185.0	0.0	0.0	244.0	2315.0	3016.0	249845.0	1811.0	0.0
"Methanosphaera stadtmanae"	1220.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	557.0	0.0	0.0
"Methanosphaera sp. BMS"	1054.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	538.0	0.0	0.0
"Homo sapiens"	0.0	0.0	1375.0	0.0	617.0	0.0	0.0	0.0	0.0	0.0	968.0	231.0	0.0	0.0	0.0	0.0	0.0
